,Country,MEASURE,Age group,Year,Unit Code,Unit,Value
62341,Poland,CPI2015,Total population,2016,IDX,Index,99.33524
62342,Poland,CPI2015,Total population,2017,IDX,Index,101.3974
62343,Poland,CPI2015,Total population,2018,IDX,Index,103.2357
62349,Czech Republic,CPI2015,Working age population: 18-65,2009,IDX,Index,91.66666
62350,Czech Republic,CPI2015,Working age population: 18-65,2010,IDX,Index,93.01666999999999
62351,Czech Republic,CPI2015,Working age population: 18-65,2011,IDX,Index,94.8
62352,Czech Republic,CPI2015,Working age population: 18-65,2012,IDX,Index,97.91666
62353,Czech Republic,CPI2015,Working age population: 18-65,2013,IDX,Index,99.325
62354,Czech Republic,CPI2015,Working age population: 18-65,2014,IDX,Index,99.66666
62355,Czech Republic,CPI2015,Working age population: 18-65,2015,IDX,Index,99.975
62356,Czech Republic,CPI2015,Working age population: 18-65,2016,IDX,Index,100.6583
62357,Czech Republic,CPI2015,Working age population: 18-65,2017,IDX,Index,103.125
62358,Czech Republic,CPI2015,Working age population: 18-65,2018,IDX,Index,105.3417
62360,India,CPI2015,Retirement age population: above 65,2011,IDX,Index,73.2547
62364,Switzerland,CPI2015,Retirement age population: above 65,2009,IDX,Index,101.166
62365,Switzerland,CPI2015,Retirement age population: above 65,2010,IDX,Index,101.8623
62366,Switzerland,CPI2015,Retirement age population: above 65,2011,IDX,Index,102.0979
62367,Switzerland,CPI2015,Retirement age population: above 65,2012,IDX,Index,101.3909
62368,Switzerland,CPI2015,Retirement age population: above 65,2013,IDX,Index,101.1705
62369,Switzerland,CPI2015,Retirement age population: above 65,2014,IDX,Index,101.1571
62370,Switzerland,CPI2015,Retirement age population: above 65,2015,IDX,Index,100.0
62371,Switzerland,CPI2015,Retirement age population: above 65,2016,IDX,Index,99.56539000000001
62372,Switzerland,CPI2015,Retirement age population: above 65,2017,IDX,Index,100.0969
62374,India,CPI2015,Working age population: 18-65,2011,IDX,Index,73.2547
62380,Latvia,CPI2015,Working age population: 18-65,2009,IDX,Index,94.00404
62381,Latvia,CPI2015,Working age population: 18-65,2010,IDX,Index,92.98444
62382,Latvia,CPI2015,Working age population: 18-65,2011,IDX,Index,97.04855
62383,Latvia,CPI2015,Working age population: 18-65,2012,IDX,Index,99.2397
62384,Latvia,CPI2015,Working age population: 18-65,2013,IDX,Index,99.21047
62385,Latvia,CPI2015,Working age population: 18-65,2014,IDX,Index,99.82607
62386,Latvia,CPI2015,Working age population: 18-65,2015,IDX,Index,100.0
62387,Latvia,CPI2015,Working age population: 18-65,2016,IDX,Index,100.1406
62388,Latvia,CPI2015,Working age population: 18-65,2017,IDX,Index,103.0751
62389,Latvia,CPI2015,Working age population: 18-65,2018,IDX,Index,105.6875
62395,Slovenia,CPI2015,Working age population: 18-65,2009,IDX,Index,92.7175
62396,Slovenia,CPI2015,Working age population: 18-65,2010,IDX,Index,94.3875
62397,Slovenia,CPI2015,Working age population: 18-65,2011,IDX,Index,96.08915999999999
62398,Slovenia,CPI2015,Working age population: 18-65,2012,IDX,Index,98.585
62399,Slovenia,CPI2015,Working age population: 18-65,2013,IDX,Index,100.3292
62400,Slovenia,CPI2015,Working age population: 18-65,2014,IDX,Index,100.5292
62401,Slovenia,CPI2015,Working age population: 18-65,2015,IDX,Index,100.0008
62402,Slovenia,CPI2015,Working age population: 18-65,2016,IDX,Index,99.94583
62403,Slovenia,CPI2015,Working age population: 18-65,2017,IDX,Index,101.3742
62404,Slovenia,CPI2015,Working age population: 18-65,2018,IDX,Index,103.1367
62405,China (People's Republic of),CPI2015,Total population,2011,IDX,Index,91.8482
62409,South Africa,CPI2015,Retirement age population: above 65,2015,IDX,Index,100.0
62415,Ireland,CPI2015,Working age population: 18-65,2009,IDX,Index,96.38674
62416,Ireland,CPI2015,Working age population: 18-65,2010,IDX,Index,95.49795999999999
62417,Ireland,CPI2015,Working age population: 18-65,2011,IDX,Index,97.94003000000001
62418,Ireland,CPI2015,Working age population: 18-65,2012,IDX,Index,99.6013
62419,Ireland,CPI2015,Working age population: 18-65,2013,IDX,Index,100.10799999999999
62420,Ireland,CPI2015,Working age population: 18-65,2014,IDX,Index,100.2907
62421,Ireland,CPI2015,Working age population: 18-65,2015,IDX,Index,100.0
62422,Ireland,CPI2015,Working age population: 18-65,2016,IDX,Index,100.0083
62423,Ireland,CPI2015,Working age population: 18-65,2017,IDX,Index,100.3489
62429,Latvia,CPI2015,Total population,2009,IDX,Index,94.00404
62430,Latvia,CPI2015,Total population,2010,IDX,Index,92.98444
62431,Latvia,CPI2015,Total population,2011,IDX,Index,97.04855
62432,Latvia,CPI2015,Total population,2012,IDX,Index,99.2397
62433,Latvia,CPI2015,Total population,2013,IDX,Index,99.21047
62434,Latvia,CPI2015,Total population,2014,IDX,Index,99.82607
62435,Latvia,CPI2015,Total population,2015,IDX,Index,100.0
62436,Latvia,CPI2015,Total population,2016,IDX,Index,100.1406
62437,Latvia,CPI2015,Total population,2017,IDX,Index,103.0751
62438,Latvia,CPI2015,Total population,2018,IDX,Index,105.6875
62439,Israel,CPI2015,Retirement age population: above 65,2011,IDX,Index,96.96818
62440,Israel,CPI2015,Retirement age population: above 65,2012,IDX,Index,98.60134000000001
62441,Israel,CPI2015,Retirement age population: above 65,2013,IDX,Index,100.1508
62442,Israel,CPI2015,Retirement age population: above 65,2014,IDX,Index,100.6365
62443,Israel,CPI2015,Retirement age population: above 65,2015,IDX,Index,100.0
62444,Israel,CPI2015,Retirement age population: above 65,2016,IDX,Index,99.45561
62445,Israel,CPI2015,Retirement age population: above 65,2017,IDX,Index,99.69849
62446,Israel,CPI2015,Retirement age population: above 65,2018,IDX,Index,100.5109
62447,China (People's Republic of),CPI2015,Retirement age population: above 65,2011,IDX,Index,91.8482
62449,India,CPI2015,Total population,2011,IDX,Index,73.2547
62455,Czech Republic,CPI2015,Retirement age population: above 65,2009,IDX,Index,91.66666
62456,Czech Republic,CPI2015,Retirement age population: above 65,2010,IDX,Index,93.01666999999999
62457,Czech Republic,CPI2015,Retirement age population: above 65,2011,IDX,Index,94.8
62458,Czech Republic,CPI2015,Retirement age population: above 65,2012,IDX,Index,97.91666
62459,Czech Republic,CPI2015,Retirement age population: above 65,2013,IDX,Index,99.325
62460,Czech Republic,CPI2015,Retirement age population: above 65,2014,IDX,Index,99.66666
62461,Czech Republic,CPI2015,Retirement age population: above 65,2015,IDX,Index,99.975
62462,Czech Republic,CPI2015,Retirement age population: above 65,2016,IDX,Index,100.6583
62463,Czech Republic,CPI2015,Retirement age population: above 65,2017,IDX,Index,103.125
62464,Czech Republic,CPI2015,Retirement age population: above 65,2018,IDX,Index,105.3417
62470,Latvia,CPI2015,Retirement age population: above 65,2009,IDX,Index,94.00404
62471,Latvia,CPI2015,Retirement age population: above 65,2010,IDX,Index,92.98444
62472,Latvia,CPI2015,Retirement age population: above 65,2011,IDX,Index,97.04855
62473,Latvia,CPI2015,Retirement age population: above 65,2012,IDX,Index,99.2397
62474,Latvia,CPI2015,Retirement age population: above 65,2013,IDX,Index,99.21047
62475,Latvia,CPI2015,Retirement age population: above 65,2014,IDX,Index,99.82607
62476,Latvia,CPI2015,Retirement age population: above 65,2015,IDX,Index,100.0
62477,Latvia,CPI2015,Retirement age population: above 65,2016,IDX,Index,100.1406
62478,Latvia,CPI2015,Retirement age population: above 65,2017,IDX,Index,103.0751
62479,Latvia,CPI2015,Retirement age population: above 65,2018,IDX,Index,105.6875
62484,Poland,CPI2015,Working age population: 18-65,2009,IDX,Index,90.15737
62485,Poland,CPI2015,Working age population: 18-65,2010,IDX,Index,92.48406
62486,Poland,CPI2015,Working age population: 18-65,2011,IDX,Index,96.40483
62487,Poland,CPI2015,Working age population: 18-65,2012,IDX,Index,99.8372
62488,Poland,CPI2015,Working age population: 18-65,2013,IDX,Index,100.8276
62489,Poland,CPI2015,Working age population: 18-65,2014,IDX,Index,100.8818
62490,Poland,CPI2015,Working age population: 18-65,2015,IDX,Index,100.0
62491,Poland,CPI2015,Working age population: 18-65,2016,IDX,Index,99.33524
62492,Poland,CPI2015,Working age population: 18-65,2017,IDX,Index,101.3974
62493,Poland,CPI2015,Working age population: 18-65,2018,IDX,Index,103.2357
62497,Switzerland,CPI2015,Working age population: 18-65,2009,IDX,Index,101.166
62498,Switzerland,CPI2015,Working age population: 18-65,2010,IDX,Index,101.8623
62499,Switzerland,CPI2015,Working age population: 18-65,2011,IDX,Index,102.0979
62500,Switzerland,CPI2015,Working age population: 18-65,2012,IDX,Index,101.3909
62501,Switzerland,CPI2015,Working age population: 18-65,2013,IDX,Index,101.1705
62502,Switzerland,CPI2015,Working age population: 18-65,2014,IDX,Index,101.1571
62503,Switzerland,CPI2015,Working age population: 18-65,2015,IDX,Index,100.0
62504,Switzerland,CPI2015,Working age population: 18-65,2016,IDX,Index,99.56539000000001
62505,Switzerland,CPI2015,Working age population: 18-65,2017,IDX,Index,100.0969
62509,Costa Rica,CPI2015,Working age population: 18-65,2010,IDX,Index,82.30145
62510,Costa Rica,CPI2015,Working age population: 18-65,2011,IDX,Index,86.31623
62511,Costa Rica,CPI2015,Working age population: 18-65,2012,IDX,Index,90.19646999999999
62512,Costa Rica,CPI2015,Working age population: 18-65,2013,IDX,Index,94.91487
62513,Costa Rica,CPI2015,Working age population: 18-65,2014,IDX,Index,99.20443
62514,Costa Rica,CPI2015,Working age population: 18-65,2015,IDX,Index,100.0
62515,Costa Rica,CPI2015,Working age population: 18-65,2016,IDX,Index,99.98244
62516,Costa Rica,CPI2015,Working age population: 18-65,2017,IDX,Index,101.6079
62517,Costa Rica,CPI2015,Working age population: 18-65,2018,IDX,Index,103.8648
62518,Costa Rica,CPI2015,Working age population: 18-65,2019,IDX,Index,106.042
62524,Portugal,CPI2015,Working age population: 18-65,2009,IDX,Index,92.12856
62525,Portugal,CPI2015,Working age population: 18-65,2010,IDX,Index,93.42071999999999
62526,Portugal,CPI2015,Working age population: 18-65,2011,IDX,Index,96.83339000000001
62527,Portugal,CPI2015,Working age population: 18-65,2012,IDX,Index,99.51890999999999
62528,Portugal,CPI2015,Working age population: 18-65,2013,IDX,Index,99.79201
62529,Portugal,CPI2015,Working age population: 18-65,2014,IDX,Index,99.51443
62530,Portugal,CPI2015,Working age population: 18-65,2015,IDX,Index,100.0
62531,Portugal,CPI2015,Working age population: 18-65,2016,IDX,Index,100.6074
62532,Portugal,CPI2015,Working age population: 18-65,2017,IDX,Index,101.9843
62533,Portugal,CPI2015,Working age population: 18-65,2018,IDX,Index,102.9978
62534,Sweden,CPI2015,Total population,2013,IDX,Index,100.2269
62535,Sweden,CPI2015,Total population,2014,IDX,Index,100.0468
62536,Sweden,CPI2015,Total population,2015,IDX,Index,100.0
62537,Sweden,CPI2015,Total population,2016,IDX,Index,100.9843
62538,Sweden,CPI2015,Total population,2017,IDX,Index,102.7964
62539,Sweden,CPI2015,Total population,2018,IDX,Index,104.8046
62545,Portugal,CPI2015,Retirement age population: above 65,2009,IDX,Index,92.12856
62546,Portugal,CPI2015,Retirement age population: above 65,2010,IDX,Index,93.42071999999999
62547,Portugal,CPI2015,Retirement age population: above 65,2011,IDX,Index,96.83339000000001
62548,Portugal,CPI2015,Retirement age population: above 65,2012,IDX,Index,99.51890999999999
62549,Portugal,CPI2015,Retirement age population: above 65,2013,IDX,Index,99.79201
62550,Portugal,CPI2015,Retirement age population: above 65,2014,IDX,Index,99.51443
62551,Portugal,CPI2015,Retirement age population: above 65,2015,IDX,Index,100.0
62552,Portugal,CPI2015,Retirement age population: above 65,2016,IDX,Index,100.6074
62553,Portugal,CPI2015,Retirement age population: above 65,2017,IDX,Index,101.9843
62554,Portugal,CPI2015,Retirement age population: above 65,2018,IDX,Index,102.9978
62555,Belgium,CPI2015,Total population,2018,IDX,Index,106.28
62557,Brazil,CPI2015,Working age population: 18-65,2009,IDX,Index,68.79394
62558,Brazil,CPI2015,Working age population: 18-65,2011,IDX,Index,77.05579
62559,Brazil,CPI2015,Working age population: 18-65,2013,IDX,Index,86.25861
62560,Sweden,CPI2015,Retirement age population: above 65,2013,IDX,Index,100.2269
62561,Sweden,CPI2015,Retirement age population: above 65,2014,IDX,Index,100.0468
62562,Sweden,CPI2015,Retirement age population: above 65,2015,IDX,Index,100.0
62563,Sweden,CPI2015,Retirement age population: above 65,2016,IDX,Index,100.9843
62564,Sweden,CPI2015,Retirement age population: above 65,2017,IDX,Index,102.7964
62565,Sweden,CPI2015,Retirement age population: above 65,2018,IDX,Index,104.8046
62567,Brazil,CPI2015,Total population,2009,IDX,Index,68.79394
62568,Brazil,CPI2015,Total population,2011,IDX,Index,77.05579
62569,Brazil,CPI2015,Total population,2013,IDX,Index,86.25861
62575,Lithuania,CPI2015,Total population,2009,IDX,Index,91.70551
62576,Lithuania,CPI2015,Total population,2010,IDX,Index,92.91530999999999
62577,Lithuania,CPI2015,Total population,2011,IDX,Index,96.75296999999999
62578,Lithuania,CPI2015,Total population,2012,IDX,Index,99.74261
62579,Lithuania,CPI2015,Total population,2013,IDX,Index,100.7874
62580,Lithuania,CPI2015,Total population,2014,IDX,Index,100.89200000000001
62581,Lithuania,CPI2015,Total population,2015,IDX,Index,99.99999
62582,Lithuania,CPI2015,Total population,2016,IDX,Index,100.9055
62583,Lithuania,CPI2015,Total population,2017,IDX,Index,104.6621
62584,Lithuania,CPI2015,Total population,2018,IDX,Index,107.4858
62588,Luxembourg,CPI2015,Total population,2015,IDX,Index,100.0
62589,Luxembourg,CPI2015,Total population,2016,IDX,Index,100.2908
62590,Luxembourg,CPI2015,Total population,2017,IDX,Index,102.0267
62591,Luxembourg,CPI2015,Total population,2018,IDX,Index,103.5858
62592,Russia,CPI2015,Retirement age population: above 65,2011,IDX,Index,71.56546999999999
62593,Russia,CPI2015,Retirement age population: above 65,2016,IDX,Index,107.0424
62594,South Africa,CPI2015,Working age population: 18-65,2015,IDX,Index,100.0
62600,Ireland,CPI2015,Total population,2009,IDX,Index,96.38674
62601,Ireland,CPI2015,Total population,2010,IDX,Index,95.49795999999999
62602,Ireland,CPI2015,Total population,2011,IDX,Index,97.94003000000001
62603,Ireland,CPI2015,Total population,2012,IDX,Index,99.6013
62604,Ireland,CPI2015,Total population,2013,IDX,Index,100.10799999999999
62605,Ireland,CPI2015,Total population,2014,IDX,Index,100.2907
62606,Ireland,CPI2015,Total population,2015,IDX,Index,100.0
62607,Ireland,CPI2015,Total population,2016,IDX,Index,100.0083
62608,Ireland,CPI2015,Total population,2017,IDX,Index,100.3489
62614,Italy,CPI2015,Retirement age population: above 65,2009,IDX,Index,91.59818
62615,Italy,CPI2015,Retirement age population: above 65,2010,IDX,Index,92.99553
62616,Italy,CPI2015,Retirement age population: above 65,2011,IDX,Index,95.5814
62617,Italy,CPI2015,Retirement age population: above 65,2012,IDX,Index,98.48836999999999
62618,Italy,CPI2015,Retirement age population: above 65,2013,IDX,Index,99.68993
62619,Italy,CPI2015,Retirement age population: above 65,2014,IDX,Index,99.93023000000001
62620,Italy,CPI2015,Retirement age population: above 65,2015,IDX,Index,99.96899
62621,Italy,CPI2015,Retirement age population: above 65,2016,IDX,Index,99.875
62622,Italy,CPI2015,Retirement age population: above 65,2017,IDX,Index,101.1
62623,Luxembourg,CPI2015,Retirement age population: above 65,2015,IDX,Index,100.0
62624,Luxembourg,CPI2015,Retirement age population: above 65,2016,IDX,Index,100.2908
62625,Luxembourg,CPI2015,Retirement age population: above 65,2017,IDX,Index,102.0267
62626,Luxembourg,CPI2015,Retirement age population: above 65,2018,IDX,Index,103.5858
62627,Luxembourg,CPI2015,Working age population: 18-65,2015,IDX,Index,100.0
62628,Luxembourg,CPI2015,Working age population: 18-65,2016,IDX,Index,100.2908
62629,Luxembourg,CPI2015,Working age population: 18-65,2017,IDX,Index,102.0267
62630,Luxembourg,CPI2015,Working age population: 18-65,2018,IDX,Index,103.5858
62631,France,CPI2015,Retirement age population: above 65,2012,IDX,Index,98.605
62632,France,CPI2015,Retirement age population: above 65,2013,IDX,Index,99.45666999999999
62633,France,CPI2015,Retirement age population: above 65,2014,IDX,Index,99.96167
62634,France,CPI2015,Retirement age population: above 65,2015,IDX,Index,99.99916999999999
62635,France,CPI2015,Retirement age population: above 65,2016,IDX,Index,100.1825
62636,France,CPI2015,Retirement age population: above 65,2017,IDX,Index,101.2167
62637,France,CPI2015,Retirement age population: above 65,2018,IDX,Index,103.09
62638,Sweden,CPI2015,Working age population: 18-65,2013,IDX,Index,100.2269
62639,Sweden,CPI2015,Working age population: 18-65,2014,IDX,Index,100.0468
62640,Sweden,CPI2015,Working age population: 18-65,2015,IDX,Index,100.0
62641,Sweden,CPI2015,Working age population: 18-65,2016,IDX,Index,100.9843
62642,Sweden,CPI2015,Working age population: 18-65,2017,IDX,Index,102.7964
62643,Sweden,CPI2015,Working age population: 18-65,2018,IDX,Index,104.8046
62655,Canada,CPI2015,Working age population: 18-65,2009,IDX,Index,90.41348
62656,Canada,CPI2015,Working age population: 18-65,2010,IDX,Index,92.02002
62657,Canada,CPI2015,Working age population: 18-65,2011,IDX,Index,94.69976
62658,Canada,CPI2015,Working age population: 18-65,2012,IDX,Index,96.13511
62659,Canada,CPI2015,Working age population: 18-65,2013,IDX,Index,97.03713
62660,Canada,CPI2015,Working age population: 18-65,2014,IDX,Index,98.88728
62661,Canada,CPI2015,Working age population: 18-65,2015,IDX,Index,100.0
62662,Canada,CPI2015,Working age population: 18-65,2016,IDX,Index,101.4288
62663,Canada,CPI2015,Working age population: 18-65,2017,IDX,Index,103.0485
62664,Canada,CPI2015,Working age population: 18-65,2018,IDX,Index,105.3858
62674,Portugal,CPI2015,Total population,2009,IDX,Index,92.12856
62675,Portugal,CPI2015,Total population,2010,IDX,Index,93.42071999999999
62676,Portugal,CPI2015,Total population,2011,IDX,Index,96.83339000000001
62677,Portugal,CPI2015,Total population,2012,IDX,Index,99.51890999999999
62678,Portugal,CPI2015,Total population,2013,IDX,Index,99.79201
62679,Portugal,CPI2015,Total population,2014,IDX,Index,99.51443
62680,Portugal,CPI2015,Total population,2015,IDX,Index,100.0
62681,Portugal,CPI2015,Total population,2016,IDX,Index,100.6074
62682,Portugal,CPI2015,Total population,2017,IDX,Index,101.9843
62683,Portugal,CPI2015,Total population,2018,IDX,Index,102.9978
62684,Israel,CPI2015,Total population,2011,IDX,Index,96.96818
62685,Israel,CPI2015,Total population,2012,IDX,Index,98.60134000000001
62686,Israel,CPI2015,Total population,2013,IDX,Index,100.1508
62687,Israel,CPI2015,Total population,2014,IDX,Index,100.6365
62688,Israel,CPI2015,Total population,2015,IDX,Index,100.0
62689,Israel,CPI2015,Total population,2016,IDX,Index,99.45561
62690,Israel,CPI2015,Total population,2017,IDX,Index,99.69849
62691,Israel,CPI2015,Total population,2018,IDX,Index,100.5109
62694,Norway,CPI2015,Total population,2009,IDX,Index,89.91666
62695,Norway,CPI2015,Total population,2010,IDX,Index,92.09167
62696,Norway,CPI2015,Total population,2011,IDX,Index,93.275
62697,Norway,CPI2015,Total population,2012,IDX,Index,93.925
62698,Norway,CPI2015,Total population,2013,IDX,Index,95.91666
62699,Norway,CPI2015,Total population,2014,IDX,Index,97.875
62700,Norway,CPI2015,Total population,2015,IDX,Index,100.0
62701,Norway,CPI2015,Total population,2016,IDX,Index,103.55
62702,Norway,CPI2015,Total population,2017,IDX,Index,105.4917
62703,Norway,CPI2015,Total population,2018,IDX,Index,108.4083
62711,Israel,CPI2015,Working age population: 18-65,2011,IDX,Index,96.96818
62712,Israel,CPI2015,Working age population: 18-65,2012,IDX,Index,98.60134000000001
62713,Israel,CPI2015,Working age population: 18-65,2013,IDX,Index,100.1508
62714,Israel,CPI2015,Working age population: 18-65,2014,IDX,Index,100.6365
62715,Israel,CPI2015,Working age population: 18-65,2015,IDX,Index,100.0
62716,Israel,CPI2015,Working age population: 18-65,2016,IDX,Index,99.45561
62717,Israel,CPI2015,Working age population: 18-65,2017,IDX,Index,99.69849
62718,Israel,CPI2015,Working age population: 18-65,2018,IDX,Index,100.5109
62719,Chile,CPI2015,Total population,2009,IDX,Index,83.28355
62720,Chile,CPI2015,Total population,2011,IDX,Index,87.28039
62721,Chile,CPI2015,Total population,2013,IDX,Index,91.51420999999999
62722,Chile,CPI2015,Total population,2015,IDX,Index,100.0
62723,Chile,CPI2015,Total population,2017,IDX,Index,106.0516
62729,Iceland,CPI2015,Retirement age population: above 65,2009,IDX,Index,80.51058
62730,Iceland,CPI2015,Retirement age population: above 65,2010,IDX,Index,84.85552
62731,Iceland,CPI2015,Retirement age population: above 65,2011,IDX,Index,88.25061
62732,Iceland,CPI2015,Retirement age population: above 65,2012,IDX,Index,92.8272
62733,Iceland,CPI2015,Retirement age population: above 65,2013,IDX,Index,96.42172
62734,Iceland,CPI2015,Retirement age population: above 65,2014,IDX,Index,98.39318
62735,Iceland,CPI2015,Retirement age population: above 65,2015,IDX,Index,100.0
62736,Iceland,CPI2015,Retirement age population: above 65,2016,IDX,Index,101.6969
62737,Iceland,CPI2015,Retirement age population: above 65,2017,IDX,Index,103.4872
62743,Iceland,CPI2015,Working age population: 18-65,2009,IDX,Index,80.51058
62744,Iceland,CPI2015,Working age population: 18-65,2010,IDX,Index,84.85552
62745,Iceland,CPI2015,Working age population: 18-65,2011,IDX,Index,88.25061
62746,Iceland,CPI2015,Working age population: 18-65,2012,IDX,Index,92.8272
62747,Iceland,CPI2015,Working age population: 18-65,2013,IDX,Index,96.42172
62748,Iceland,CPI2015,Working age population: 18-65,2014,IDX,Index,98.39318
62749,Iceland,CPI2015,Working age population: 18-65,2015,IDX,Index,100.0
62750,Iceland,CPI2015,Working age population: 18-65,2016,IDX,Index,101.6969
62751,Iceland,CPI2015,Working age population: 18-65,2017,IDX,Index,103.4872
62755,Switzerland,CPI2015,Total population,2009,IDX,Index,101.166
62756,Switzerland,CPI2015,Total population,2010,IDX,Index,101.8623
62757,Switzerland,CPI2015,Total population,2011,IDX,Index,102.0979
62758,Switzerland,CPI2015,Total population,2012,IDX,Index,101.3909
62759,Switzerland,CPI2015,Total population,2013,IDX,Index,101.1705
62760,Switzerland,CPI2015,Total population,2014,IDX,Index,101.1571
62761,Switzerland,CPI2015,Total population,2015,IDX,Index,100.0
62762,Switzerland,CPI2015,Total population,2016,IDX,Index,99.56539000000001
62763,Switzerland,CPI2015,Total population,2017,IDX,Index,100.0969
62769,Canada,CPI2015,Retirement age population: above 65,2009,IDX,Index,90.41348
62770,Canada,CPI2015,Retirement age population: above 65,2010,IDX,Index,92.02002
62771,Canada,CPI2015,Retirement age population: above 65,2011,IDX,Index,94.69976
62772,Canada,CPI2015,Retirement age population: above 65,2012,IDX,Index,96.13511
62773,Canada,CPI2015,Retirement age population: above 65,2013,IDX,Index,97.03713
62774,Canada,CPI2015,Retirement age population: above 65,2014,IDX,Index,98.88728
62775,Canada,CPI2015,Retirement age population: above 65,2015,IDX,Index,100.0
62776,Canada,CPI2015,Retirement age population: above 65,2016,IDX,Index,101.4288
62777,Canada,CPI2015,Retirement age population: above 65,2017,IDX,Index,103.0485
62778,Canada,CPI2015,Retirement age population: above 65,2018,IDX,Index,105.3858
62779,Mexico,CPI2015,Working age population: 18-65,2012,IDX,Index,90.15859
62780,Mexico,CPI2015,Working age population: 18-65,2014,IDX,Index,97.35141999999999
62781,Mexico,CPI2015,Working age population: 18-65,2016,IDX,Index,102.8217
62782,Russia,CPI2015,Total population,2011,IDX,Index,71.56546999999999
62783,Russia,CPI2015,Total population,2016,IDX,Index,107.0424
62789,Austria,CPI2015,Retirement age population: above 65,2009,IDX,Index,88.74172
62790,Austria,CPI2015,Retirement age population: above 65,2010,IDX,Index,90.35108000000001
62791,Austria,CPI2015,Retirement age population: above 65,2011,IDX,Index,93.32055
62792,Austria,CPI2015,Retirement age population: above 65,2012,IDX,Index,95.64019
62793,Austria,CPI2015,Retirement age population: above 65,2013,IDX,Index,97.55315
62794,Austria,CPI2015,Retirement age population: above 65,2014,IDX,Index,99.11966
62795,Austria,CPI2015,Retirement age population: above 65,2015,IDX,Index,100.0083
62796,Austria,CPI2015,Retirement age population: above 65,2016,IDX,Index,100.9
62797,Austria,CPI2015,Retirement age population: above 65,2017,IDX,Index,103.0
62798,Austria,CPI2015,Retirement age population: above 65,2018,IDX,Index,105.0583
62804,Slovak Republic,CPI2015,Working age population: 18-65,2009,IDX,Index,91.09355
62805,Slovak Republic,CPI2015,Working age population: 18-65,2010,IDX,Index,91.96533000000001
62806,Slovak Republic,CPI2015,Working age population: 18-65,2011,IDX,Index,95.56971999999999
62807,Slovak Republic,CPI2015,Working age population: 18-65,2012,IDX,Index,99.01606
62808,Slovak Republic,CPI2015,Working age population: 18-65,2013,IDX,Index,100.4028
62809,Slovak Republic,CPI2015,Working age population: 18-65,2014,IDX,Index,100.3263
62810,Slovak Republic,CPI2015,Working age population: 18-65,2015,IDX,Index,100.0
62811,Slovak Republic,CPI2015,Working age population: 18-65,2016,IDX,Index,99.47999
62812,Slovak Republic,CPI2015,Working age population: 18-65,2017,IDX,Index,100.7851
62813,Slovak Republic,CPI2015,Working age population: 18-65,2018,IDX,Index,103.3189
62816,Austria,CPI2015,Total population,2009,IDX,Index,88.74172
62817,Austria,CPI2015,Total population,2010,IDX,Index,90.35108000000001
62818,Austria,CPI2015,Total population,2011,IDX,Index,93.32055
62819,Austria,CPI2015,Total population,2012,IDX,Index,95.64019
62820,Austria,CPI2015,Total population,2013,IDX,Index,97.55315
62821,Austria,CPI2015,Total population,2014,IDX,Index,99.11966
62822,Austria,CPI2015,Total population,2015,IDX,Index,100.0083
62823,Austria,CPI2015,Total population,2016,IDX,Index,100.9
62824,Austria,CPI2015,Total population,2017,IDX,Index,103.0
62825,Austria,CPI2015,Total population,2018,IDX,Index,105.0583
62826,Denmark,CPI2015,Working age population: 18-65,2011,IDX,Index,95.91666
62827,Denmark,CPI2015,Working age population: 18-65,2012,IDX,Index,98.21667
62828,Denmark,CPI2015,Working age population: 18-65,2013,IDX,Index,98.99167
62829,Denmark,CPI2015,Working age population: 18-65,2014,IDX,Index,99.55
62830,Denmark,CPI2015,Working age population: 18-65,2015,IDX,Index,100.0
62831,Denmark,CPI2015,Working age population: 18-65,2016,IDX,Index,100.25
62832,Denmark,CPI2015,Working age population: 18-65,2017,IDX,Index,101.4
62833,Belgium,CPI2015,Working age population: 18-65,2018,IDX,Index,106.28
62836,Spain,CPI2015,Retirement age population: above 65,2009,IDX,Index,92.2262
62837,Spain,CPI2015,Retirement age population: above 65,2010,IDX,Index,93.88616999999999
62838,Spain,CPI2015,Retirement age population: above 65,2011,IDX,Index,96.8869
62839,Spain,CPI2015,Retirement age population: above 65,2012,IDX,Index,99.25676
62840,Spain,CPI2015,Retirement age population: above 65,2013,IDX,Index,100.6548
62841,Spain,CPI2015,Retirement age population: above 65,2014,IDX,Index,100.50299999999999
62842,Spain,CPI2015,Retirement age population: above 65,2015,IDX,Index,100.0
62843,Spain,CPI2015,Retirement age population: above 65,2016,IDX,Index,99.79733
62844,Spain,CPI2015,Retirement age population: above 65,2017,IDX,Index,101.7495
62845,Spain,CPI2015,Retirement age population: above 65,2018,IDX,Index,103.4538
62846,Estonia,CPI2015,Retirement age population: above 65,2013,IDX,Index,100.6016
62847,Estonia,CPI2015,Retirement age population: above 65,2014,IDX,Index,100.4948
62848,Estonia,CPI2015,Retirement age population: above 65,2015,IDX,Index,100.0
62849,Estonia,CPI2015,Retirement age population: above 65,2016,IDX,Index,100.1487
62850,Estonia,CPI2015,Retirement age population: above 65,2017,IDX,Index,103.571
62851,Estonia,CPI2015,Retirement age population: above 65,2018,IDX,Index,107.13
62852,China (People's Republic of),CPI2015,Working age population: 18-65,2011,IDX,Index,91.8482
62858,Iceland,CPI2015,Total population,2009,IDX,Index,80.51058
